21711	2920
0T6C	308	7	NA	-84	9.9	-1	-1
0T8C	308	7	NA	-84	9.9	-1	-1
2MT	223	14	EU	-0.1	51.5	1008028800	1008892799
2O0BAD	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0BSE	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0BZB	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0CDY	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0CGM	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0CJI	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0CVE	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0DAA	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0DUL	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0DVP	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0FER	106	14	EU	-2.7	49.5	1342742400	1347235199
2O0HBO	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0HJS	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0HRV	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0IDT	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0IMP	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0IOB	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0IVG	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0JBJ	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0LJM	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0MFB	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0OJA	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0RMR	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0RWF	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0TOK	279	14	EU	-4.3	55.8	1342742400	1347235199
2O0TRR	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0TWA	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0UAA	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0VEP	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0VGW	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0VIM	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0WAI	265	14	EU	-5.9	54.6	1342742400	1347235199
2O0WDS	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0YLX	114	14	EU	-4.5	54.3	1342742400	1347235199
2O0YYY/P	294	14	EU	-3.2	51.5	1343952000	1344038399
2O0YYY/P	294	14	EU	-3.2	51.5	1346371200	1346457599
2O0ZJA	294	14	EU	-3.2	51.5	1342742400	1347235199
2O0ZXM	265	14	EU	-5.9	54.6	1342742400	1347235199
2O12W	294	14	EU	-3.29	51.27	1342051200	1347235199
2O1MIC	279	14	EU	-4.3	55.8	1342742400	1347235199
2O1SJB	279	14	EU	-4.3	55.8	1342742400	1347235199
2Q0ARE	106	14	EU	-2.7	49.5	1336089600	1339372799
2Q0ARE	106	14	EU	-2.7	49.5	1022803200	1025481599
2Q0BSA	265	14	EU	-5.9	54.6	1336089600	1339372799
